Date,Account,Amount,AccountNum
2022-11-14,4010 Current Year Pledges,2696.0,4010
2022-11-14,4013 Vespers Offering,67.8,4013
2022-11-14,4031 Special Offerings,113.75,4031
2022-11-15,8022 Finance Charge Online Giving,-40.25,8022
2022-11-16,9060 Telephone & Internet,-119.0,9060
2022-11-16,4052 Facility Use Income,500.0,4052
2022-11-16,4055 Flower Income,100.0,4055
2022-11-16,5054 Medical  APA,-1837.1,5054
2022-11-18,6605 Churchwide Social Events,-35.0,6605
2022-11-18,9040 Postage,-4.0,9040
2022-11-18,6610 Coffee Hour,-36.85,6610
2022-11-18,4010 Current Year Pledges,500.0,4010
2022-11-18,4022 Wednesday Lunch Offering,198.0,4022
2022-11-18,4055 Flower Income,40.0,4055
2022-11-18,4055 Flower Income,20.0,4055
2022-11-18,8035 Payroll Processing,-131.74,8035
2022-11-18,9015 Copier-Cannon/Rent & Maintenance,-696.96,9015
2022-11-18,8015 Insurance,-2344.67,8015
2022-11-18,6351 Approved Covenant Programs,-4800.0,6351
2022-11-18,6351 Approved Covenant Programs,-30000.0,6351
2022-11-18,5014 Medical Sr. Pastor,-64.53,5014
2022-11-18,5054 Medical  APA,-64.53,5054
2022-11-18,5005 Medical Administration,-32.26,5005
2022-11-21,9030 Other Admin Expense,-62.64,9030
2022-11-21,6405 Books (Library),-64.96,6405
2022-11-21,9114 Volunteer needs,-28.5,9114
2022-11-21,9015 Copier-Cannon/Rent & Maintenance,-15.99,9015
2022-11-21,9025 Office Supplies,-54.31,9025
2022-11-21,9025 Office Supplies,-67.54,9025
2022-11-21,9061 Contract Services,-16.19,9061
2022-11-21,9112 Website,-21.6,9112
2022-11-21,9035 Paper,-27.79,9035
2022-11-21,9111 Advertising,-30.48,9111
2022-11-21,9040 Postage,-155.98,9040
2022-11-21,9040 Postage,-155.99,9040
2022-11-21,6405 Books (Library),-14.29,6405
2022-11-21,9061 Contract Services,-29.98,9061
2022-11-21,9114 Volunteer needs,-43.15,9114
2022-11-21,6405 Books (Library),-5.95,6405
2022-11-21,9061 Contract Services,-40.0,9061
2022-11-21,9114 Volunteer needs,-22.09,9114
2022-11-21,9025 Office Supplies,-179.31,9025
2022-11-21,9114 Volunteer needs,-35.59,9114
2022-11-21,9030 Other Admin Expense,-58.81,9030
2022-11-21,6620 Supplies Hospitality,-18.29,6620
2022-11-21,6078 Audio Sound project/Video Streaming,-305.28,6078
2022-11-21,9061 Contract Services,-288.0,9061
2022-11-21,5020 Pastoral Search Expense,-312.85,5020
2022-11-21,6605 Churchwide Social Events,-31.72,6605
2022-11-21,5020 Pastoral Search Expense,-1298.35,5020
2022-11-21,6605 Churchwide Social Events,-193.0,6605
2022-11-21,5034 Medical Maintenance,-563.56,5034
2022-11-21,5005 Medical Administration,-886.19,5005
2022-11-22,4053 Misc Income,12.75,4053
2022-11-22,5013 Wages Sr. Pastor,-2213.08,5013
2022-11-22,5018 Housing Sr. Pastor,-1361.03,5018
2022-11-22,5016 Social Security Offset Sr. Pastor,-221.59,5016
2022-11-22,5053 Wages APA,-2073.43,5053
2022-11-22,5058 Housing Expense APA,-1352.56,5058
2022-11-22,5056 Social Security Offset APA,-209.81,5056
2022-11-22,6373 Wages Mission Coordinator,-209.16,6373
2022-11-22,5003 Wages Administration,-2808.34,5003
2022-11-22,5043 Wages Music,-1945.49,5043
2022-11-22,9121 Wages Communication Specialist,-1666.0,9121
2022-11-22,5033 Wages Maintenance,-3760.99,5033
2022-11-22,5073 Wages Youth,-1958.33,5073
2022-11-22,6075 Vespers,-200.0,6075
2022-11-22,9007 Audio Visual Contract Services,-200.0,9007
2022-11-22,8025 NYS Unemployment Insurance,-46.64,8025
2022-11-22,4052 Facility Use Income,-625.0,4052
2022-11-22,9030 Other Admin Expense,-120.0,9030
2022-11-22,6374 FICA Mission Cordinator,-16.0,6374
2022-11-22,5002 FICA Administration,-208.95,5002
2022-11-22,9122 FICA Communication Specialist,-127.45,9122
2022-11-22,5042 FICA Music,-148.84,5042
2022-11-22,5032 FICA Maintenance,-285.55,5032
2022-11-22,5072 FICA Youth,-149.82,5072
2022-11-23,5051 Continuing Ed Assoc. Pastor,-135.0,5051
2022-11-23,5057 Business & Auto Expense APA,-26.3,5057
2022-11-23,5051 Continuing Ed Assoc. Pastor,-16.78,5051
2022-11-23,5057 Business & Auto Expense APA,-10.53,5057
2022-11-23,6450 Small Groups,-14.99,6450
2022-11-23,5057 Business & Auto Expense APA,-5.18,5057
2022-11-23,5057 Business & Auto Expense APA,-8.0,5057
2022-11-23,5051 Continuing Ed Assoc. Pastor,-50.0,5051
2022-11-23,5057 Business & Auto Expense APA,-60.0,5057
2022-11-23,4031 Special Offerings,1620.0,4031
2022-11-23,4010 Current Year Pledges,2453.63,4010
2022-11-23,4052 Facility Use Income,110.0,4052
2022-11-23,4013 Vespers Offering,1206.0,4013
2022-11-23,4021 Charitable Distributions,2500.0,4021
2022-11-23,4031 Special Offerings,25.0,4031
2022-11-23,4052 Facility Use Income,250.0,4052
2022-11-23,4053 Misc Income,400.0,4053
2022-11-23,6124 Junior and Senior Youth,-6.75,6124
2022-11-23,6155 Supplies/Materials Church School,-37.84,6155
2022-11-23,6160 Supplies/Materials Kinderwyk,-53.94,6160
2022-11-23,6160 Supplies/Materials Kinderwyk,-30.84,6160
2022-11-23,6155 Supplies/Materials Church School,-82.31,6155
2022-11-28,5014 Medical Sr. Pastor,-1548.74,5014
2022-11-28,7075 Regular Services,-396.97,7075
2022-11-28,4031 Special Offerings,154.13,4031
2022-11-28,4010 Current Year Pledges,441.31,4010
2022-11-28,4023 Online Giving Fee,1.38,4023
2022-11-28,4013 Vespers Offering,10.28,4013
2022-11-28,4031 Special Offerings,252.76,4031
2022-11-28,4010 Current Year Pledges,792.5,4010
2022-11-28,4023 Online Giving Fee,3.78,4023
2022-11-28,6076 Flowers Expenses,-300.0,6076
2022-11-28,9040 Postage,-350.25,9040
2022-11-28,8035 Payroll Processing,-129.13,8035
2022-11-28,4053 Misc Income,300.0,4053
2022-11-28,4031 Special Offerings,100.0,4031
2022-11-28,4010 Current Year Pledges,1476.67,4010
2022-11-28,4013 Vespers Offering,50.0,4013
2022-11-30,7075 Regular Services,-375.0,7075
2022-11-30,7010 Electricity 10N Church,-38.69,7010
2022-11-30,7015 Electricity 12N Church,-431.13,7015
2022-11-30,7045 Fuel 12N Church,-447.23,7045
2022-11-30,7020 Electricity 8N Church,-700.31,7020
2022-11-30,7050 Fuel 8N Church,-1017.08,7050
2022-11-30,7040 Fuel 10N Church,-261.78,7040
2022-11-30,6410 Devotional Literature,-19.08,6410
2022-11-30,4031 Special Offerings,60.0,4031
2022-11-30,4010 Current Year Pledges,1724.0,4010
2022-11-30,4053 Misc Income,19.6,4053
2022-11-30,4031 Special Offerings,100.0,4031
2022-11-30,4010 Current Year Pledges,510.0,4010
2022-11-30,4023 Online Giving Fee,2.75,4023
2022-11-30,8022 Finance Charge Online Giving,-34.55,8022
2022-12-02,4021 Charitable Distributions,20000.0,4021
2022-12-02,4031 Special Offerings,200.0,4031
2022-12-02,4010 Current Year Pledges,515.0,4010
2022-12-02,4022 Wednesday Lunch Offering,284.0,4022
2022-12-05,4031 Special Offerings,1281.63,4031
2022-12-05,4010 Current Year Pledges,1290.0,4010
2022-12-05,4023 Online Giving Fee,2.75,4023
2022-12-05,4052 Facility Use Income,357.48,4052
2022-12-05,4017 Special Offering,101.38,4017
2022-12-05,4021 Charitable Distributions,102.75,4021
2022-12-07,7025 Electricity Parking Lot,-75.71,7025
2022-12-07,9060 Telephone & Internet,-216.9,9060
2022-12-07,4031 Special Offerings,10.0,4031
2022-12-07,4010 Current Year Pledges,4332.2,4010
2022-12-07,4012 Non Pledge Contributions,75.0,4012
2022-12-07,4013 Vespers Offering,15.0,4013
2022-12-07,4031 Special Offerings,10.0,4031
2022-12-07,6076 Flowers Expenses,-194.9,6076
2022-12-07,6016 Organ Expense,-2800.0,6016
2022-12-07,6319 Minister Discretionary Sr. Minister,-439.98,6319
2022-12-09,9040 Postage,-11.05,9040
2022-12-09,8020 Misc Finance,-1180.75,8020
2022-12-09,6124 Junior and Senior Youth,-310.0,6124
2022-12-09,6076 Flowers Expenses,-269.0,6076
2022-12-12,4010 Current Year Pledges,520.0,4010
2022-12-12,4022 Wednesday Lunch Offering,154.1,4022
2022-12-12,4052 Facility Use Income,400.0,4052
2022-12-12,4053 Misc Income,96.0,4053
2022-12-12,8015 Insurance,-4780.55,8015
2022-12-13,4053 Misc Income,10.4,4053
2022-12-13,5053 Wages APA,-2073.43,5053
2022-12-13,5058 Housing Expense APA,-1352.56,5058
2022-12-13,5056 Social Security Offset APA,-209.81,5056
2022-12-13,6373 Wages Mission Coordinator,-435.66,6373
2022-12-13,5003 Wages Administration,-2722.3,5003
2022-12-13,5043 Wages Music,-1682.78,5043
2022-12-13,9121 Wages Communication Specialist,-1666.0,9121
2022-12-13,5033 Wages Maintenance,-3760.99,5033
2022-12-13,5073 Wages Youth,-1958.33,5073
2022-12-13,6075 Vespers,-100.0,6075
2022-12-13,9007 Audio Visual Contract Services,-2300.0,9007
2022-12-13,8025 NYS Unemployment Insurance,-41.12,8025
2022-12-13,6374 FICA Mission Cordinator,-33.33,6374
2022-12-13,5002 FICA Administration,-202.37,5002
2022-12-13,9122 FICA Communication Specialist,-127.45,9122
2022-12-13,5042 FICA Music,-128.74,5042
2022-12-13,5032 FICA Maintenance,-285.55,5032
2022-12-13,5072 FICA Youth,-149.82,5072
2022-12-14,6366 Covenant fund lunch program,-117.15,6366
2022-12-14,6366 Covenant fund lunch program,-87.12,6366
2022-12-14,6366 Covenant fund lunch program,-49.52,6366
2022-12-14,6366 Covenant fund lunch program,-222.43,6366
2022-12-14,6366 Covenant fund lunch program,-201.92,6366
2022-12-14,6366 Covenant fund lunch program,-23.97,6366
2022-12-14,6366 Covenant fund lunch program,-182.96,6366
2022-12-14,6366 Covenant fund lunch program,-42.32,6366
2022-12-14,6366 Covenant fund lunch program,-181.32,6366
2022-12-14,7095 Security,-208.7,7095
2022-12-14,7105 Supplies/Food (Maint.),-213.95,7105
2022-12-14,6155 Supplies/Materials Church School,-175.98,6155
2022-12-14,7055 Grounds Upkeep,-36.67,7055
2022-12-14,7110 Supplies/Materials (Maint.),-56.94,7110
2022-12-14,7110 Supplies/Materials (Maint.),-46.19,7110
2022-12-14,7035 Equipment (Maint.),-106.44,7035
2022-12-14,5013 Wages Sr. Pastor,-1200.0,5013
2022-12-14,5054 Medical  APA,-2.08,5054
2022-12-14,8110 Archives & Restoration,-1667.1,8110
2022-12-14,6035 Music and Rights,-76.89,6035
2022-12-15,8035 Payroll Processing,-121.31,8035
2022-12-15,8022 Finance Charge Online Giving,-41.4,8022
2022-12-16,7080 Repairs/Maint 10N Church,-17886.0,7080
2022-12-16,6520 Supplies/Materials (Support & Care),-16.5,6520
2022-12-16,4031 Special Offerings,294.0,4031
2022-12-16,4010 Current Year Pledges,5306.0,4010
2022-12-16,4012 Non Pledge Contributions,52.0,4012
2022-12-16,4013 Vespers Offering,21.0,4013
2022-12-16,4021 Charitable Distributions,350.0,4021
2022-12-16,4031 Special Offerings,20.0,4031
2022-12-16,4055 Flower Income,20.0,4055
2022-12-16,4055 Flower Income,25.0,4055
2022-12-16,4055 Flower Income,25.0,4055
2022-12-16,4055 Flower Income,20.0,4055
2022-12-16,4055 Flower Income,20.0,4055
2022-12-16,4055 Flower Income,50.0,4055
2022-12-16,4055 Flower Income,20.0,4055
2022-12-16,4053 Misc Income,8.0,4053
2022-12-16,4053 Misc Income,8.0,4053
2022-12-16,5054 Medical  APA,-64.53,5054
2022-12-16,5005 Medical Administration,-32.26,5005
2022-12-19,7100 Supplies/Cleaning,-1700.0,7100
2022-12-19,7105 Supplies/Food (Maint.),-568.32,7105
2022-12-19,7105 Supplies/Food (Maint.),-234.27,7105
2022-12-19,5055 Retirement APA,-813.0,5055
2022-12-19,5035 Retirement Maintenance,-203.44,5035
2022-12-19,5004 Retirement Administration,-166.64,5004
2022-12-19,9123 Retirement Communication Specialist,-132.0,9123
2022-12-19,5035 Retirement Maintenance,-95.16,5035
2022-12-19,5013 Wages Sr. Pastor,-400.0,5013
2022-12-19,8110 Archives & Restoration,-125.0,8110
2022-12-19,9115 Paper,-95.02,9115
2022-12-19,9045 Printing,-75.67,9045
2022-12-19,9115 Paper,-9.98,9115
2022-12-19,9025 Office Supplies,-60.54,9025
2022-12-19,6520 Supplies/Materials (Support & Care),-73.65,6520
2022-12-19,9061 Contract Services,-49.99,9061
2022-12-19,9030 Other Admin Expense,-57.13,9030
2022-12-19,9015 Copier-Cannon/Rent & Maintenance,-10.0,9015
2022-12-19,9061 Contract Services,-16.19,9061
2022-12-19,9112 Website,-21.6,9112
2022-12-19,6078 Audio Sound project/Video Streaming,-407.04,6078
2022-12-19,9045 Printing,-51.4,9045
2022-12-19,6405 Books (Library),-9.95,6405
2022-12-19,9030 Other Admin Expense,-58.93,9030
2022-12-19,9030 Other Admin Expense,-37.61,9030
2022-12-19,9025 Office Supplies,-113.13,9025
2022-12-19,9061 Contract Services,-199.5,9061
2022-12-19,8005 Audit and Consulting,-80.98,8005
2022-12-19,9007 Audio Visual Contract Services,-194.4,9007
2022-12-19,9061 Contract Services,-29.98,9061
2022-12-19,9111 Advertising,-36.48,9111
2022-12-19,9115 Paper,-14.89,9115
2022-12-19,9030 Other Admin Expense,-16.99,9030
2022-12-19,9035 Paper,-62.79,9035
2022-12-19,9114 Volunteer needs,-28.04,9114
2022-12-19,9061 Contract Services,-40.0,9061
2022-12-19,9030 Other Admin Expense,-19.14,9030
2022-12-19,9030 Other Admin Expense,-125.83,9030
2022-12-19,6078 Audio Sound project/Video Streaming,305.28,6078
2022-12-21,8005 Audit and Consulting,-5100.0,8005
2022-12-23,6124 Junior and Senior Youth,-385.83,6124
2022-12-23,5051 Continuing Ed Assoc. Pastor,-135.0,5051
2022-12-23,5057 Business & Auto Expense APA,-10.53,5057
2022-12-23,5057 Business & Auto Expense APA,-5.0,5057
2022-12-23,6120 Family Programming,-322.93,6120
2022-12-23,5057 Business & Auto Expense APA,-20.0,5057
2022-12-23,6450 Small Groups,-14.99,6450
2022-12-23,5057 Business & Auto Expense APA,-5.18,5057
2022-12-23,5057 Business & Auto Expense APA,-17.0,5057
2022-12-23,5057 Business & Auto Expense APA,-10.4,5057
2022-12-23,5057 Business & Auto Expense APA,-8.91,5057
2022-12-23,9040 Postage,-5.92,9040
2022-12-23,7075 Regular Services,-1900.0,7075
2022-12-23,4031 Special Offerings,250.0,4031
2022-12-23,4031 Special Offerings,150.0,4031
2022-12-23,4010 Current Year Pledges,1446.0,4010
2022-12-23,4012 Non Pledge Contributions,5.0,4012
2022-12-23,4022 Wednesday Lunch Offering,312.0,4022
2022-12-23,4021 Charitable Distributions,100.0,4021
2022-12-28,4053 Misc Income,11.7,4053
2022-12-28,5053 Wages APA,-2073.43,5053
2022-12-28,5058 Housing Expense APA,-1352.56,5058
2022-12-28,5056 Social Security Offset APA,-209.81,5056
2022-12-28,6373 Wages Mission Coordinator,-768.11,6373
2022-12-28,5003 Wages Administration,-2848.52,5003
2022-12-28,5043 Wages Music,-2145.65,5043
2022-12-28,9121 Wages Communication Specialist,-1666.0,9121
2022-12-28,5033 Wages Maintenance,-3760.99,5033
2022-12-28,5073 Wages Youth,-1958.33,5073
2022-12-28,6075 Vespers,-200.0,6075
2022-12-28,9007 Audio Visual Contract Services,-1700.0,9007
2022-12-28,8025 NYS Unemployment Insurance,-50.84,8025
2022-12-28,4052 Facility Use Income,-125.0,4052
2022-12-28,6050 Musicians,-425.0,6050
2022-12-28,6374 FICA Mission Cordinator,-58.76,6374
2022-12-28,5002 FICA Administration,-212.02,5002
2022-12-28,9122 FICA Communication Specialist,-127.45,9122
2022-12-28,5042 FICA Music,-164.15,5042
2022-12-28,5032 FICA Maintenance,-285.55,5032
2022-12-28,5072 FICA Youth,-149.82,5072
2022-12-30,7075 Regular Services,-384.3,7075
2022-12-30,6078 Audio Sound project/Video Streaming,-6545.6,6078
2022-12-30,4031 Special Offerings,2250.0,4031
2022-12-30,4031 Special Offerings,50.0,4031
2022-12-30,4010 Current Year Pledges,6516.67,4010
2022-12-30,4012 Non Pledge Contributions,889.0,4012
2022-12-30,4022 Wednesday Lunch Offering,232.0,4022
2022-12-30,4021 Charitable Distributions,26388.36,4021
2022-12-30,4031 Special Offerings,20.0,4031
2022-12-30,4031 Special Offerings,795.0,4031
2022-12-30,4001 Classis Assessments,204.0,4001
2022-12-30,4010 Current Year Pledges,1385.0,4010
2022-12-30,4052 Facility Use Income,75.0,4052
2022-12-30,4012 Non Pledge Contributions,403.0,4012
2022-12-30,4013 Vespers Offering,160.0,4013
2022-12-30,4021 Charitable Distributions,3000.0,4021
2022-12-30,4055 Flower Income,251.98,4055
2022-12-30,4055 Flower Income,20.0,4055
2022-12-30,4052 Facility Use Income,100.0,4052
2022-12-30,4055 Flower Income,20.0,4055
2022-12-30,4044 Birch Income,5471.75,4044
2022-12-30,4044 Birch Income,6141.0,4044
2022-12-30,8035 Payroll Processing,-139.56,8035
2022-12-30,6045 Music Handbells,-53.97,6045
2022-12-30,6016 Organ Expense,-1340.0,6016
2022-12-30,6705 Membership Committee Exp,-76.86,6705
2022-12-30,6077 Audio Sound Expenses,-450.92,6077
2022-12-30,5051 Continuing Ed Assoc. Pastor,-300.0,5051
2022-12-30,9060 Telephone & Internet,-119.0,9060
2022-12-30,6310 Local Concerns,-4000.0,6310
2022-12-30,6310 Local Concerns,-1000.0,6310
2022-12-30,6310 Local Concerns,-500.0,6310
2022-12-30,6310 Local Concerns,-1000.0,6310
2022-12-30,6310 Local Concerns,-1000.0,6310
2022-12-30,8125 Supplies Archives,-49.97,8125
2022-12-30,7090 Repairs/Maint 8N Church,-1485.0,7090
2022-12-30,5051 Continuing Ed Assoc. Pastor,-150.0,5051
2022-12-30,9113 Communication technology,-421.13,9113
2022-12-30,6120 Family Programming,-57.26,6120
2022-12-30,6030 Misc Worship Expense,-103.64,6030
2022-12-30,7080 Repairs/Maint 10N Church,-2496.0,7080
2022-12-30,6124 Junior and Senior Youth,-85.93,6124
2022-12-30,6030 Misc Worship Expense,-25.0,6030
2022-12-30,9111 Advertising,-300.0,9111
2022-12-30,6605 Churchwide Social Events,-97.97,6605
2022-12-30,6155 Supplies/Materials Church School,-91.75,6155
2022-12-30,9040 Postage,-8.27,9040
2022-12-30,5057 Business & Auto Expense APA,-480.63,5057
2022-12-30,7010 Electricity 10N Church,-45.7,7010
2022-12-30,7015 Electricity 12N Church,-1089.23,7015
2022-12-30,7045 Fuel 12N Church,-988.83,7045
2022-12-30,7020 Electricity 8N Church,-936.11,7020
2022-12-30,7050 Fuel 8N Church,-2534.73,7050
2022-12-30,7025 Electricity Parking Lot,-91.8,7025
2022-12-30,7040 Fuel 10N Church,-584.79,7040
2022-12-30,8015 Insurance,-174.0,8015
2022-12-30,5055 Retirement APA,-813.0,5055
2022-12-30,5035 Retirement Maintenance,-203.44,5035
2022-12-30,5004 Retirement Administration,-166.64,5004
2022-12-30,5004 Retirement Administration,-132.0,5004
2022-12-30,5035 Retirement Maintenance,-95.16,5035
2022-12-30,4053 Misc Income,-309.26,4053
2022-12-30,9060 Telephone & Internet,-216.9,9060
2022-12-30,9015 Copier-Cannon/Rent & Maintenance,-696.96,9015
2022-12-30,4053 Misc Income,5.24,4053
2022-12-30,4054 Rental Income,1150.0,4054
2022-12-30,5020 Pastoral Search Expense,-19000.0,5020
2022-12-30,7120 Operation/Maintenance,-438.58,7120
2022-12-30,7105 Supplies/Food (Maint.),109.98,7105
2022-12-30,7110 Supplies/Materials (Maint.),-533.23,7110
2022-12-30,7110 Supplies/Materials (Maint.),-4.19,7110
2022-12-30,7095 Security,-30.25,7095
2022-12-30,7110 Supplies/Materials (Maint.),-29.44,7110
2022-12-30,6366 Covenant fund lunch program,-73.05,6366
2022-12-30,6366 Covenant fund lunch program,-142.0,6366
2022-12-30,6366 Covenant fund lunch program,-278.1,6366
2022-12-30,6366 Covenant fund lunch program,-74.23,6366
2022-12-30,6366 Covenant fund lunch program,-100.44,6366
2022-12-30,6366 Covenant fund lunch program,-15.37,6366
2022-12-30,6366 Covenant fund lunch program,-15.72,6366
2022-12-30,6366 Covenant fund lunch program,-165.4,6366
2022-12-30,9030 Other Admin Expense,-39.99,9030
2022-12-30,9030 Other Admin Expense,-39.92,9030
2022-12-30,9030 Other Admin Expense,-190.06,9030
2022-12-30,9030 Other Admin Expense,-112.86,9030
2022-12-30,6460 Supplies (Library),-48.98,6460
2022-12-30,9025 Office Supplies,-9.49,9025
2022-12-30,9112 Website,-21.6,9112
2022-12-30,9045 Printing,-85.52,9045
2022-12-30,9030 Other Admin Expense,-87.07,9030
2022-12-30,6460 Supplies (Library),-62.99,6460
2022-12-30,9015 Copier-Cannon/Rent & Maintenance,-10.0,9015
2022-12-30,9015 Copier-Cannon/Rent & Maintenance,-763.71,9015
2022-12-30,9025 Office Supplies,-114.02,9025
2022-12-30,9113 Communication technology,-119.99,9113
2022-12-30,9061 Contract Services,-16.19,9061
2022-12-30,9061 Contract Services,-29.98,9061
2022-12-30,6620 Supplies Hospitality,-251.98,6620
2022-12-30,6035 Music and Rights,-425.0,6035
2022-12-30,9061 Contract Services,-40.0,9061
2022-12-30,9010 Consistory Expense,-259.99,9010
2022-12-30,9025 Office Supplies,-69.27,9025
2022-12-30,9114 Volunteer needs,-30.2,9114
2022-12-30,9025 Office Supplies,-69.44,9025
2022-12-30,8022 Finance Charge Online Giving,-52.63,8022
2022-12-30,6420 Guest Spearkers and Adult Forum,-831.96,6420
2022-12-30,6322 Minister Discretionary (Carlson),-116.0,6322
2022-12-30,6322 Minister Discretionary (Carlson),-375.0,6322
2022-12-30,9040 Postage,-12.48,9040
2022-12-30,5057 Business & Auto Expense APA,-5.18,5057
2022-12-30,5057 Business & Auto Expense APA,-5.5,5057
2022-12-30,5057 Business & Auto Expense APA,-17.0,5057
2022-12-30,6450 Small Groups,-14.99,6450
2022-12-30,5057 Business & Auto Expense APA,-102.58,5057
2022-12-30,6322 Minister Discretionary (Carlson),-67.2,6322
2022-12-30,5057 Business & Auto Expense APA,-2.0,5057
2022-12-30,6322 Minister Discretionary (Carlson),-157.26,6322
2022-12-30,6124 Junior and Senior Youth,-153.89,6124
2022-12-30,5057 Business & Auto Expense APA,-8.64,5057
2022-12-30,9040 Postage,-43.89,9040
2022-12-30,5057 Business & Auto Expense APA,-10.53,5057
2022-12-30,6124 Junior and Senior Youth,-25.9,6124
2022-12-30,5057 Business & Auto Expense APA,-6.42,5057
2022-12-30,6124 Junior and Senior Youth,-12.94,6124
2022-12-30,6124 Junior and Senior Youth,-19.53,6124
2022-12-30,4053 Misc Income,18.75,4053
2022-12-30,4017 Special Offering,101.38,4017
2022-12-30,4055 Flower Income,-30.83,4055
2022-12-30,4055 Flower Income,-50.0,4055
2022-12-30,4055 Flower Income,-20.55,4055
2022-12-30,9005 Internet/comp. repair,-120.0,9005
2022-12-30,4010 Current Year Pledges,683.0,4010
2022-12-30,7095 Security,-413.0,7095
2022-12-30,5075 Retirement Youth Education,-271.04,5075
2022-12-30,8005 Audit and Consulting,-2000.0,8005
2022-12-30,7085 Repairs/Maint 12N Church,-450.0,7085
2022-12-30,6340 Special Offering,-11745.63,6340
